Month,Borough,Equipment Type,Equipment Code,Total Outages,Scheduled Outages,Unscheduled Outages,Entrapments,Time Since Major Improvement,AM Peak Availability,AM Peak Hours Available,AM Peak Total Hours,PM Peak Availability,PM Peak Hours Available,PM Peak Total Hours,24-Hour Availability,24-Hour Hours Available,24-Hour Total Hours,Station Name,Station MRN,Station Complex Name,Station Complex MRN
05/01/2025,Brooklyn,Elevator,EL342,0,0,0,0,232,,0,0,,0,0,,0,0,EUCLIDAV-8AV-A/C,188,Euclid Av - Station,188
05/01/2025,Bronx,Elevator,EL135,0,0,0,0,277,,0,0,,0,0,,0,0,161ST-YANKEESTADIUM-CON-B/D,219,"161 St-Yankee Stadium (B,D,4)",604
05/01/2025,Queens,Elevator,EL478,2,1,1,1,5,1,124,124,1,124,124,0.99540770609319,740.5833333333334,744,QUEENSBOROPLAZA-FLS-7/N/Q,461,Queensboro Plaza - Station,461
05/01/2025,Manhattan,Elevator,EL112,1,1,0,0,743,1,124,124,1,124,124,0.993951612903226,739.5,744,168ST-BWY7-1,302,"168 St (A,C,1)",605
05/01/2025,Brooklyn,Elevator,EL755,2,2,0,0,53,1,124,124,1,124,124,0.992383512544803,738.3333333333334,744,EASTERNPKWY-BROOKLYNMUSEUM-EPK-2/3,341,Eastern Pkwy-Brooklyn Museum - Station,341
05/01/2025,Brooklyn,Elevator,EL311,3,2,1,0,1273,1,124,124,1,124,124,0.981518817204301,730.25,744,CLARKST-CLK-2/3,334,Clark St - Station,334
05/01/2025,Manhattan,Elevator,EL181,3,2,1,0,204,0.993951612903226,123.25,124,1,124,124,0.991913082437276,737.9833333333333,744,135ST-LWP-2/3,438,135 St - Station,438
05/01/2025,Manhattan,Elevator,EL218,2,2,0,0,300,1,124,124,1,124,124,0.987903225806452,735,744,14ST-UNIONSQ-CNR-L,117,"14 St-Union Sq (L,N,Q,R,4,5,6)",602
05/01/2025,Manhattan,Elevator,EL336,3,2,1,0,193,1,124,124,1,124,124,0.991980286738351,738.0333333333333,744,CHAMBERSST-7AV-1/2/3,327,Chambers St - Station,327
05/01/2025,Manhattan,Elevator,EL113,4,1,3,1,808,1,124,124,1,124,124,0.983781362007168,731.9333333333334,744,168ST-BWY7-1,302,"168 St (A,C,1)",605
05/01/2025,Bronx,Elevator,EL509,12,2,10,1,15,0.978494623655914,121.33333333333334,124,0.981854838709677,121.75,124,0.967316308243728,719.6833333333334,744,TREMONTAV-CON-B/D,215,Tremont Av - Station,215
05/01/2025,Queens,Elevator,EL498,1,1,0,0,158,0.967741935483871,120,124,1,124,124,0.991935483870968,738,744,FARROCKAWAY-MOTTAV-RKY-A,209,Far Rockaway-Mott Av - Station,209
05/01/2025,Manhattan,Elevator,EL114,3,1,2,0,808,1,124,124,1,124,124,0.989807347670251,736.4166666666667,744,168ST-BWY7-1,302,"168 St (A,C,1)",605
05/01/2025,Queens,Elevator,EL438,1,1,0,0,132,1,124,124,1,124,124,0.992271505376344,738.25,744,FORESTHILLS-71AV-QBL-E/F/M/R,261,Forest Hills-71 Av - Station,261
05/01/2025,Manhattan,Elevator,EL607X,0,0,0,0,N/A,1,124,124,1,124,124,1,744,744,GRANDCENTRAL-42ST-LEX-S,469,"Grand Central-42 St (S,4,5,6,7)",610
05/01/2025,Brooklyn,Elevator,EL322,3,1,2,0,245,1,124,124,0.962096774193548,119.3,124,0.98570788530466,733.3666666666667,744,CROWNHTS-UTICAAV-EPK-3/4,345,Crown Hts-Utica Av - Station,345
05/01/2025,Manhattan,Elevator,EL716,3,3,0,0,126,1,124,124,1,124,124,0.986895161290323,734.25,744,FULTONST-LEX-4/5,412,"Fulton St (A,C,J,Z,2,3,4,5)",628
05/01/2025,Manhattan,Elevator,EL248,3,1,2,0,100,1,124,124,0.989247311827957,122.66666666666669,124,0.989807347670251,736.4166666666667,744,96ST-2AV-Q,475,96 St - Station,475
05/01/2025,Manhattan,Elevator,EL224,0,0,0,0,271,,0,0,,0,0,,0,0,8AV-CNR-L,115,"14 St (A,C,E)/8 Av (L)",618
05/01/2025,Queens,Elevator,EL481,2,1,1,0,16,0.987768817204301,122.48333333333335,124,1,124,124,0.990568996415771,736.9833333333333,744,BEACH67ST-RKY-A,204,Beach 67 St - Station,204
05/01/2025,Manhattan,Elevator,EL108,5,3,2,0,743,1,124,124,0.987903225806452,122.5,124,0.97589605734767,726.0666666666666,744,181ST-BWY7-1,301,181 St - Station,301
05/01/2025,Manhattan,Elevator,EL103,11,6,5,4,1184,0.870564516129032,107.95,124,0.91008064516129,112.85,124,0.902777777777778,671.6666666666666,744,191ST-BWY7-1,300,191 St - Station,300
05/01/2025,Brooklyn,Elevator,EL373,3,2,1,0,202,1,124,124,0.967741935483871,120,124,0.981518817204301,730.25,744,CHURCHAV-6AV-F/G,243,Church Av - Station,243
05/01/2025,Brooklyn,Elevator,EL371,0,0,0,0,240,1,4,4,1,4,4,1,22.5,22.5,DEKALBAV-4AV-B/Q/R,26,DeKalb Av - Station,26
05/01/2025,Bronx,Elevator,EL502,1,1,0,0,55,1,124,124,1,124,124,0.993839605734767,739.4166666666667,744,BEDFORDPKBLVD-CON-B/D,211,Bedford Pk Blvd - Station,211
05/01/2025,Brooklyn,Elevator,EL396,6,4,2,2,207,0.97244623655914,120.58333333333334,124,0.955645161290323,118.5,124,0.967383512544803,719.7333333333333,744,MYRTLE-WYCKOFFAVS-MYT-M,112,"Myrtle-Wyckoff Avs (L,M)",630
05/01/2025,Manhattan,Elevator,EL116,5,4,1,0,1115,0.980510752688172,121.58333333333334,124,0.958736559139785,118.88333333333334,124,0.973969534050179,724.6333333333333,744,190ST-8AV-A,145,190 St - Station,145
05/01/2025,Brooklyn,Elevator,EL389,2,2,0,0,55,0.977822580645161,121.25000000000001,124,1,124,124,0.988575268817204,735.5,744,59ST-4AV-N/R,35,59 St - Station,35
05/01/2025,Bronx,Elevator,EL199,1,1,0,0,53,1,124,124,1,124,124,0.99451164874552,739.9166666666666,744,GUNHILLRD-DYR-5,444,Gun Hill Rd - Station,444
05/01/2025,Manhattan,Elevator,EL601,14,4,10,0,116,0.869623655913978,107.83333333333334,124,0.966532258064516,119.85000000000001,124,0.92244623655914,686.3000000000001,744,34ST-HUDSONYARDS-FLS-7,471,34 St-Hudson Yards - Station,471
05/01/2025,Queens,Elevator,EL447,2,2,0,0,167,0.985887096774194,122.25,124,1,124,124,0.990255376344086,736.75,744,COURTSQ-FLS-7,462,"Court Sq (E,G,M,7)",606
05/01/2025,Queens,Elevator,EL420,0,0,0,0,232,,0,0,,0,0,,0,0,74ST-BROADWAY-FLS-7,454,"74-Broadway (7)/Jackson Hts-Roosevelt Av (E,F,M,R)",616
05/01/2025,Queens,Elevator,EL405,6,1,5,0,426,0.993279569892473,123.16666666666667,124,0.976881720430108,121.13333333333334,124,0.980421146953405,729.4333333333334,744,21ST-QUEENSBRIDGE-63S-F,221,21 St-Queensbridge - Station,221
05/01/2025,Manhattan,Elevator,EL603,1,1,0,0,116,1,124,124,1,124,124,0.993391577060932,739.0833333333334,744,34ST-HUDSONYARDS-FLS-7,471,34 St-Hudson Yards - Station,471
05/01/2025,Manhattan,Elevator,EL713,4,1,3,1,80,0.985887096774194,122.25,124,0.961021505376344,119.16666666666666,124,0.980824372759857,729.7333333333333,744,CORTLANDTST-7AV-1,328,Cortlandt St - Station,328
05/01/2025,Manhattan,Elevator,EL107,6,3,3,1,729,0.946370967741936,117.35,124,1,124,124,0.976052867383512,726.1833333333333,744,181ST-BWY7-1,301,181 St - Station,301
05/01/2025,Queens,Elevator,EL489X,0,0,0,0,N/A,1,124,124,1,124,124,1,744,744,AQUEDUCT-RACETRACK-RKY-A,196,Aqueduct-Racetrack - Station,196
05/01/2025,Queens,Elevator,EL434,3,3,0,0,202,0.974462365591398,120.83333333333334,124,1,124,124,0.985215053763441,733,744,KEWGARDENS-UNIONTPKE-QBL-E/F,259,Kew Gardens-Union Tpke - Station,259
05/01/2025,Manhattan,Elevator,EL295X,0,0,0,0,N/A,1,124,124,1,124,124,0.996236559139785,741.2,744,42ST-BRYANTPK-6AV-B/D/F/M,226,"42 St-Bryant Pk (B,D,F,M)/5 Av (7)",609
05/01/2025,Manhattan,Elevator,EL602,6,4,2,0,116,0.980376344086022,121.56666666666668,124,0.98508064516129,122.15,124,0.980085125448029,729.1833333333333,744,34ST-HUDSONYARDS-FLS-7,471,34 St-Hudson Yards - Station,471
05/01/2025,Manhattan,Elevator,EL264,2,2,0,0,100,0.993951612903226,123.25,124,1,124,124,0.992719534050179,738.5833333333334,744,72ST-2AV-Q,477,72 St - Station,477
05/01/2025,Queens,Elevator,EL450X,0,0,0,0,N/A,1,124,124,1,124,124,1,744,744,SUTPHINBLVD-ARCHERAV-JFKAIRPORT-QBL-E/J/Z,279,Sutphin Blvd-Archer Av-JFK Airport - Station,279
05/01/2025,Manhattan,Elevator,EL332,3,1,2,1,152,0.991666666666667,122.96666666666668,124,0.987903225806452,122.5,124,0.984162186379928,732.2166666666667,744,BLEECKERST-LEX-6,408,"Broadway-Lafayette St (B,D,F,M)/Bleecker St (6)",619
05/01/2025,Manhattan,Elevator,EL282,3,2,1,0,48,1,124,124,1,124,124,0.98405017921147,732.1333333333333,744,57ST-7AV-BWY-N/R/Q,9,57 St-7 Av - Station,9
05/01/2025,Bronx,Elevator,EL128,6,2,4,0,429,1,124,124,0.963709677419355,119.5,124,0.978136200716846,727.7333333333333,744,SIMPSONST-LWP-2/5,430,Simpson St - Station,430
05/01/2025,Brooklyn,Elevator,EL382,1,1,0,0,264,1,124,124,1,124,124,0.993503584229391,739.1666666666666,744,PROSPECTPARK-BWY-B/Q/S,42,Prospect Park - Station,42
05/01/2025,Manhattan,Elevator,EL206,2,1,1,0,417,1,124,124,1,124,124,0.99171146953405,737.8333333333334,744,GRANDCENTRAL-42ST-LEX-4/5/6,402,"Grand Central-42 St (S,4,5,6,7)",610
05/01/2025,Bronx,Elevator,EL122,4,2,2,0,427,1,124,124,0.954704301075269,118.38333333333335,124,0.979435483870968,728.7,744,PELHAMBAYPARK-PEL-6,360,Pelham Bay Park - Station,360
05/01/2025,Manhattan,Elevator,EL221,3,1,2,2,273,1,124,124,0.972849462365591,120.63333333333335,124,0.993570788530466,739.2166666666667,744,8AV-CNR-L,115,"14 St (A,C,E)/8 Av (L)",618
05/01/2025,Manhattan,Elevator,EL736,1,1,0,0,80,1,124,124,1,124,124,0.993839605734767,739.4166666666667,744,CORTLANDTST-7AV-1,328,Cortlandt St - Station,328
05/01/2025,Bronx,Elevator,EL507,6,1,5,0,40,1,124,124,1,124,124,0.984655017921147,732.5833333333334,744,170ST-JER-4,387,170 St - Station,387
05/01/2025,Manhattan,Elevator,EL217,3,1,2,1,300,1,124,124,0.961021505376344,119.16666666666666,124,0.982728494623656,731.15,744,14ST-UNIONSQ-LEX-4/5/6,406,"14 St-Union Sq (L,N,Q,R,4,5,6)",602
05/01/2025,Bronx,Elevator,EL159,2,2,0,0,155,1,124,124,0.993951612903226,123.25,124,0.988127240143369,735.1666666666666,744,E180ST-LWP-2/5,426,E 180 St - Station,426
05/01/2025,Brooklyn,Elevator,EL700X,0,0,0,0,N/A,0.965456989247312,119.71666666666667,124,0.967741935483871,120,124,0.957347670250896,712.2666666666667,744,ATLANTICAV-BARCLAYSCTR-EPK-2/3/4/5,338,"Atlantic Av (B,Q,2,3,4,5)/Pacific St (D,N,R)",617
05/01/2025,Queens,Elevator,EL495X,0,0,0,0,N/A,0.989650537634409,122.71666666666667,124,1,124,124,0.998275089605735,742.7166666666667,744,HOWARDBEACH-JFKAIRPORT-RKY-A,198,Howard Beach-JFK Airport - Station,198
05/01/2025,Brooklyn,Elevator,EL341,0,0,0,0,232,,0,0,,0,0,,0,0,EUCLIDAV-8AV-A/C,188,Euclid Av - Station,188
05/01/2025,Manhattan,Elevator,EL232,4,1,3,0,226,1,124,124,0.997983870967742,123.75,124,0.986178315412186,733.7166666666667,744,TIMESSQ-42ST-7AV-1/2/3,317,"Times Sq-42 St (N,Q,R,S,1,2,3,7)/42 St (A,C,E)",611
05/01/2025,Manhattan,Elevator,EL245,4,1,3,0,242,0.988575268817204,122.58333333333334,124,1,124,124,0.988373655913978,735.35,744,LEXINGTONAV/53ST-QBL-E/M,275,"Lexington Av-53 St (E,M)/51 St (6)",612
05/01/2025,Manhattan,Elevator,EL236,2,1,1,0,194,1,124,124,1,124,124,0.991353046594982,737.5666666666666,744,47-50STS-ROCKEFELLERCTR-6AV-B/D/F/M,225,47-50 Sts-Rockefeller Ctr - Station,225
05/01/2025,Manhattan,Elevator,EL293,4,2,2,0,57,0.987903225806452,122.5,124,0.990994623655914,122.88333333333335,124,0.987656810035842,734.8166666666667,744,1AV-CNR-L,119,1 Av - Station,119
05/01/2025,Queens,Elevator,EL428,0,0,0,0,231,,0,0,,0,0,,0,0,QUEENSPLAZA-QBL-E/M/R,273,Queens Plaza - Station,273
05/01/2025,Brooklyn,Elevator,EL706,3,1,2,0,180,0.986290322580645,122.3,124,1,124,124,0.988754480286738,735.6333333333333,744,JAYST-METROTECH-8AV-A/C/F,174,"Jay St-MetroTech (A,C,F,R)",636
05/01/2025,Manhattan,Elevator,EL609,1,1,0,0,9,1,124,124,1,124,124,0.998611111111111,742.9666666666667,744,6AV-CNR-L,116,"14 St (F,M,1,2,3)/6 Av (L)",601
05/01/2025,Manhattan,Elevator,EL334,2,1,1,1,241,0.988844086021505,122.61666666666667,124,1,124,124,0.996796594982079,741.6166666666667,744,W4ST-WASHSQ-8AV-A/B/C/D/E/F/M,167,W 4 St-Wash Sq - Station,167
05/01/2025,Manhattan,Elevator,EL265,1,1,0,0,100,1,124,124,1,124,124,0.993503584229391,739.1666666666666,744,72ST-2AV-Q,477,72 St - Station,477
05/01/2025,Bronx,Elevator,EL190,1,1,0,0,125,1,124,124,1,124,124,0.994063620071685,739.5833333333333,744,KINGSBRIDGERD-CON-B/D,212,Kingsbridge Rd - Station,212
05/01/2025,Queens,Elevator,EL436,4,1,3,0,202,1,124,124,0.995698924731183,123.46666666666667,124,0.989068100358423,735.8666666666667,744,KEWGARDENS-UNIONTPKE-QBL-E/F,259,Kew Gardens-Union Tpke - Station,259
05/01/2025,Brooklyn,Elevator,EL378,2,2,0,0,154,1,124,124,1,124,124,0.992047491039427,738.0833333333333,744,BAYPKWY-WST-D,68,Bay Pkwy - Station,68
05/01/2025,Manhattan,Elevator,EL329,1,1,0,0,152,1,124,124,1,124,124,0.99361559139785,739.25,744,BWAY-LAFAYETTEST-6AV-B/D/F/M,230,"Broadway-Lafayette St (B,D,F,M)/Bleecker St (6)",619
05/01/2025,Manhattan,Elevator,EL742,2,2,0,0,56,1,124,124,1,124,124,0.986559139784946,734,744,CHAMBERSST-JAM-J/Z,105,"Brooklyn Bridge-City Hall (4,5,6)/Chambers St (J,Z)",622
05/01/2025,Queens,Elevator,EL467,1,1,0,0,58,1,124,124,1,124,124,0.99361559139785,739.25,744,ASTORIABLVD-AST-N/Q,2,Astoria Blvd - Station,2
05/01/2025,Manhattan,Elevator,EL117,2,2,0,0,1115,0.997983870967742,123.75,124,1,124,124,0.992719534050179,738.5833333333334,744,181ST-8AV-A,146,181 St - Station,146
05/01/2025,Brooklyn,Elevator,EL780,1,1,0,0,13,1,124,124,1,124,124,0.997513440860215,742.15,744,METROPOLITANAV-XTN-G,285,Metropolitan Av (G)/Lorimer St (L),629
05/01/2025,Bronx,Elevator,EL197,3,3,0,0,126,0.98991935483871,122.75000000000001,124,1,124,124,0.985999103942652,733.5833333333333,744,HUNTSPOINTAV-PEL-6,371,Hunts Point Av - Station,371
05/01/2025,Brooklyn,Elevator,EL740,1,1,0,0,70,1,124,124,1,124,124,0.993279569892473,739,744,NEWUTRECHTAV-SEA-N,73,New Utrecht Av (N)/62 St (D),615
05/01/2025,Bronx,Elevator,EL510,1,1,0,0,15,1,124,124,1,124,124,0.993951612903226,739.5,744,TREMONTAV-CON-B/D,215,Tremont Av - Station,215
05/01/2025,Manhattan,Elevator,EL728X,0,0,0,0,N/A,1,124,124,1,124,124,1,744,744,FULTONST-LEX-4/5,412,"Fulton St (A,C,J,Z,2,3,4,5)",628
05/01/2025,Queens,Elevator,EL485,1,1,0,0,2,1,124,124,1,124,124,0.996729390681004,741.5666666666667,744,NORTHERNBLVD-QBL-M/R,269,Northern Blvd - Station,269
05/01/2025,Brooklyn,Elevator,EL394,1,1,0,0,266,1,124,124,1,124,124,0.997401433691756,742.0666666666666,744,FLUSHINGAV-JAM-J/M,98,Flushing Av - Station,98
05/01/2025,Manhattan,Elevator,EL284,3,2,1,1,5,1,124,124,0.989516129032258,122.70000000000002,124,0.995452508960574,740.6166666666667,744,68ST-HUNTERCOLLEGE-LEX-6,399,68 St-Hunter College - Station,399
05/01/2025,Queens,Elevator,EL482X,0,0,0,0,N/A,1,124,124,1,124,124,1,744,744,COURTSQ-23ST-QBL-E/M,274,"Court Sq (E,G,M,7)",606
05/01/2025,Manhattan,Elevator,EL123,3,1,2,1,426,1,124,124,0.988037634408602,122.51666666666667,124,0.995967741935484,741,744,175ST-8AV-A,147,175 St - Station,147
05/01/2025,Manhattan,Elevator,EL279X,0,0,0,0,N/A,0.940322580645161,116.6,124,0.967741935483871,120,124,0.956922043010753,711.95,744,28ST-LEX-6,404,28 St - Station,404
05/01/2025,Manhattan,Elevator,EL179,3,2,1,0,22,0.979301075268817,121.43333333333334,124,1,124,124,0.991218637992832,737.4666666666667,744,DYCKMANST-BWY7-1,299,Dyckman St - Station,299
05/01/2025,Queens,Elevator,EL497,2,1,1,1,158,1,124,124,0.998252688172043,123.78333333333333,124,0.990188172043011,736.7,744,FARROCKAWAY-MOTTAV-RKY-A,209,Far Rockaway-Mott Av - Station,209
05/01/2025,Manhattan,Elevator,EL326,2,1,1,0,81,0.995430107526882,123.43333333333334,124,1,124,124,0.992517921146953,738.4333333333334,744,WORLDTRADECENTER-8AV-E,171,"Chambers St (A,C)/WTC (E)/Park Place (2,3)/Cortlandt St (R, W)",624
05/01/2025,Manhattan,Elevator,EL240,2,1,1,0,258,1,124,124,1,124,124,0.991442652329749,737.6333333333333,744,72ST-BWY7-1/2/3,313,72 St - Station,313
05/01/2025,Manhattan,Elevator,EL149,4,2,2,0,305,1,124,124,1,124,124,0.981429211469534,730.1833333333334,744,INWOOD-207ST-8AV-A,143,Inwood-207 St - Station,143
05/01/2025,Manhattan,Elevator,EL443,7,3,4,1,101,0.968010752688172,120.03333333333333,124,0.983198924731183,121.91666666666669,124,0.978158602150538,727.75,744,LEXINGTONAV/63ST-63S-F/Q,223,Lexington Av/63 St - Station,223
05/01/2025,Queens,Elevator,EL432,2,2,0,0,238,1,124,124,1,124,124,0.990524193548387,736.95,744,JAMAICA-179ST-QBL-F,254,Jamaica-179 St - Station,254
05/01/2025,Bronx,Elevator,EL182,7,2,5,0,217,0.953360215053763,118.21666666666667,124,0.936827956989247,116.16666666666669,124,0.940591397849462,699.8,744,GUNHILLRD-LWP-2/5,421,Gun Hill Rd - Station,421
05/01/2025,Queens,Elevator,EL463,2,2,0,0,88,1,124,124,1,124,124,0.99171146953405,737.8333333333334,744,OZONEPARK-LEFFERTSBLVD-LIB-A,195,Ozone Park-Lefferts Blvd - Station,195
05/01/2025,Manhattan,Elevator,EL109,4,2,2,1,792,0.99758064516129,123.7,124,1,124,124,0.984072580645161,732.1500000000001,744,181ST-BWY7-1,301,181 St - Station,301
05/01/2025,Brooklyn,Elevator,EL745,1,1,0,0,58,1,124,124,1,124,124,0.99361559139785,739.25,744,86ST-4AV-R,38,86 St - Station,38
05/01/2025,Manhattan,Elevator,EL111,1,1,0,0,728,1,124,124,1,124,124,0.994399641577061,739.8333333333334,744,168ST-BWY7-1,302,"168 St (A,C,1)",605
05/01/2025,Manhattan,Elevator,EL219,5,1,4,2,300,0.990591397849462,122.83333333333334,124,0.996370967741936,123.55000000000001,124,0.992361111111111,738.3166666666666,744,14ST-UNIONSQ-BWY-N/R/Q,15,"14 St-Union Sq (L,N,Q,R,4,5,6)",602
05/01/2025,Manhattan,Elevator,EL288X,0,0,0,0,N/A,1,124,124,1,124,124,1,744,744,42ST/PORTAUTHORITY-BUSTERMINAL-8AV-A/C/E,163,"Times Sq-42 St (N,Q,R,S,1,2,3,7)/42 St (A,C,E)",611
05/01/2025,Brooklyn,Elevator,EL786,6,1,5,3,21,1,124,124,0.961155913978495,119.18333333333334,124,0.980040322580645,729.1500000000001,744,GRANDST-CNR-L,123,Grand St - Station,123
05/01/2025,Manhattan,Elevator,EL145,5,2,3,1,174,1,124,124,0.926747311827957,114.91666666666667,124,0.973700716845878,724.4333333333334,744,96ST-BWY7-1/2/3,310,96 St - Station,310
05/01/2025,Brooklyn,Elevator,EL306,1,1,0,0,253,1,124,124,1,124,124,0.993503584229391,739.1666666666666,744,ATLANTICAV-BARCLAYSCTR-EPK-2/3/4/5,338,"Atlantic Av (B,Q,2,3,4,5)/Pacific St (D,N,R)",617
05/01/2025,Bronx,Elevator,EL134,0,0,0,0,277,,0,0,,0,0,,0,0,161ST-YANKEESTADIUM-CON-B/D,219,"161 St-Yankee Stadium (B,D,4)",604
05/01/2025,Manhattan,Elevator,EL143,0,0,0,0,233,,0,0,,0,0,,0,0,125ST-8AV-A/B/C/D,153,125 St - Station,153
05/01/2025,Brooklyn,Elevator,EL708,2,1,1,0,180,1,124,124,1,124,124,0.992809139784946,738.65,744,JAYST-METROTECH-8AV-A/C/F,174,"Jay St-MetroTech (A,C,F,R)",636
05/01/2025,Manhattan,Elevator,EL22X,0,0,0,0,N/A,0.963575268817204,119.48333333333335,124,0.954435483870968,118.35000000000001,124,0.957885304659498,712.6666666666666,744,CORTLANDTST-BWY-R,21,"Chambers St (A,C)/WTC (E)/Park Place (2,3)/Cortlandt St (R, W)",624
05/01/2025,Manhattan,Elevator,EL610,3,2,1,0,5,1,124,124,1,124,124,0.995609318996416,740.7333333333333,744,6AV-CNR-L,116,"14 St (F,M,1,2,3)/6 Av (L)",601
05/01/2025,Manhattan,Elevator,EL730,1,1,0,0,194,1,124,124,1,124,124,0.992809139784946,738.65,744,SOUTHFERRY-7AV-1,330,South Ferry (1)/Whitehall St (R),635
05/01/2025,Bronx,Elevator,EL196,4,2,2,1,126,1,124,124,0.950672043010753,117.88333333333333,124,0.973745519713262,724.4666666666667,744,HUNTSPOINTAV-PEL-6,371,Hunts Point Av - Station,371
05/01/2025,Brooklyn,Elevator,EL756,3,2,1,1,53,1,124,124,0.967741935483871,120,124,0.98035394265233,729.3833333333333,744,EASTERNPKWY-BROOKLYNMUSEUM-EPK-2/3,341,Eastern Pkwy-Brooklyn Museum - Station,341
05/01/2025,Brooklyn,Elevator,EL772,5,4,1,0,36,0.99260752688172,123.08333333333334,124,1,124,124,0.978853046594982,728.2666666666667,744,LIVONIAAV-CNR-L,135,Livonia Av - Station,135
05/01/2025,Queens,Elevator,EL479,4,1,3,1,5,1,124,124,0.974731182795699,120.86666666666667,124,0.985864695340502,733.4833333333333,744,QUEENSBOROPLAZA-FLS-7/N/Q,461,Queensboro Plaza - Station,461
05/01/2025,Bronx,Elevator,EL184,8,2,6,2,221,0.886962365591398,109.98333333333333,124,0.907123655913978,112.48333333333335,124,0.91633064516129,681.75,744,231ST-BWY7-1,295,231 St - Station,295
05/01/2025,Manhattan,Elevator,EL331,4,3,1,0,152,0.976612903225806,121.1,124,1,124,124,0.978181003584229,727.7666666666667,744,BLEECKERST-LEX-6,408,"Broadway-Lafayette St (B,D,F,M)/Bleecker St (6)",619
05/01/2025,Brooklyn,Elevator,EL391,1,1,0,0,247,1,124,124,1,124,124,0.997647849462366,742.25,744,MARCYAV-JAM-J/M/Z,101,Marcy Av - Station,101
05/01/2025,Bronx,Elevator,EL186,0,0,0,0,233,,0,0,,0,0,,0,0,FORDHAMRD-JER-4,382,Fordham Rd - Station,382
05/01/2025,Bronx,Elevator,EL513,1,1,0,0,4,1,124,124,1,124,124,0.997916666666667,742.4499999999999,744,WESTCHESTERSQ-EASTTREMONTAV-PEL-6,363,Westchester Sq-East Tremont Av - Station,363
05/01/2025,Manhattan,Elevator,EL233,2,1,1,0,226,1,124,124,1,124,124,0.99285394265233,738.6833333333334,744,TIMESSQ-42ST-7AV-1/2/3,317,"Times Sq-42 St (N,Q,R,S,1,2,3,7)/42 St (A,C,E)",611
05/01/2025,Brooklyn,Elevator,EL741,3,2,1,0,70,1,124,124,1,124,124,0.987746415770609,734.8833333333333,744,NEWUTRECHTAV-SEA-N,73,New Utrecht Av (N)/62 St (D),615
05/01/2025,Manhattan,Elevator,EL402,4,2,2,2,426,1,118.66666666666666,118.66666666666666,0.983333333333333,118,120,0.981737712555323,702.4333333333334,715.5,LEXINGTONAV/63ST-63S-F/Q,223,Lexington Av/63 St - Station,223
05/01/2025,Manhattan,Elevator,EL214,2,1,1,0,256,1,124,124,1,124,124,0.991375448028674,737.5833333333334,744,34ST-PENNSTATION-7AV-1/2/3,318,34 St-Penn Station - Station,318
05/01/2025,Manhattan,Elevator,EL247,3,1,2,0,100,0.979838709677419,121.5,124,1,124,124,0.987029569892473,734.35,744,96ST-2AV-Q,475,96 St - Station,475
